Country,Year,Gender,State Name ,Type Of Area,"Percentage Of Unemployment Rate (Ur)  (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2019",Total,Manipur,Urban,12.4
India,"Financial Year (Apr - Mar), 2019",Female,Meghalaya,Rural,1
India,"Financial Year (Apr - Mar), 2019",Male,Meghalaya,Rural,0.3
India,"Financial Year (Apr - Mar), 2019",Total,Meghalaya,Rural,0.6
India,"Financial Year (Apr - Mar), 2019",Female,Meghalaya,Total,2
India,"Financial Year (Apr - Mar), 2019",Male,Meghalaya,Total,1.3
India,"Financial Year (Apr - Mar), 2019",Total,Meghalaya,Total,1.6
India,"Financial Year (Apr - Mar), 2019",Female,Meghalaya,Urban,9
India,"Financial Year (Apr - Mar), 2019",Male,Meghalaya,Urban,5.7
India,"Financial Year (Apr - Mar), 2019",Total,Meghalaya,Urban,6.8
India,"Financial Year (Apr - Mar), 2019",Female,Mizoram,Rural,8.9
India,"Financial Year (Apr - Mar), 2019",Male,Mizoram,Rural,6.4
India,"Financial Year (Apr - Mar), 2019",Total,Mizoram,Rural,7
India,"Financial Year (Apr - Mar), 2019",Female,Mizoram,Total,14
India,"Financial Year (Apr - Mar), 2019",Male,Mizoram,Total,9.4
India,"Financial Year (Apr - Mar), 2019",Total,Mizoram,Total,10.8
India,"Financial Year (Apr - Mar), 2019",Female,Mizoram,Urban,18.5
India,"Financial Year (Apr - Mar), 2019",Male,Mizoram,Urban,13.3
India,"Financial Year (Apr - Mar), 2019",Total,Mizoram,Urban,15.1
India,"Financial Year (Apr - Mar), 2019",Female,Nagaland,Rural,34.1
India,"Financial Year (Apr - Mar), 2019",Male,Nagaland,Rural,20.9
India,"Financial Year (Apr - Mar), 2019",Total,Nagaland,Rural,23.4
India,"Financial Year (Apr - Mar), 2019",Female,Nagaland,Total,35
India,"Financial Year (Apr - Mar), 2019",Male,Nagaland,Total,19.8
India,"Financial Year (Apr - Mar), 2019",Total,Nagaland,Total,22.9
India,"Financial Year (Apr - Mar), 2019",Female,Nagaland,Urban,36.6
India,"Financial Year (Apr - Mar), 2019",Male,Nagaland,Urban,17.2
India,"Financial Year (Apr - Mar), 2019",Total,Nagaland,Urban,21.7
India,"Financial Year (Apr - Mar), 2019",Female,Sikkim,Rural,4
India,"Financial Year (Apr - Mar), 2019",Male,Sikkim,Rural,2.1
India,"Financial Year (Apr - Mar), 2019",Total,Sikkim,Rural,2.8
India,"Financial Year (Apr - Mar), 2019",Female,Sikkim,Total,5.3
India,"Financial Year (Apr - Mar), 2019",Male,Sikkim,Total,2.8
India,"Financial Year (Apr - Mar), 2019",Total,Sikkim,Total,3.6
India,"Financial Year (Apr - Mar), 2019",Female,Sikkim,Urban,10
India,"Financial Year (Apr - Mar), 2019",Male,Sikkim,Urban,4.4
India,"Financial Year (Apr - Mar), 2019",Total,Sikkim,Urban,5.9
India,"Financial Year (Apr - Mar), 2019",Female,Tripura,Rural,7.9
India,"Financial Year (Apr - Mar), 2019",Male,Tripura,Rural,6.5
India,"Financial Year (Apr - Mar), 2019",Total,Tripura,Rural,6.7
India,"Financial Year (Apr - Mar), 2019",Female,Tripura,Total,11.7
India,"Financial Year (Apr - Mar), 2019",Male,Tripura,Total,6.5
India,"Financial Year (Apr - Mar), 2019",Total,Tripura,Total,7.2
India,"Financial Year (Apr - Mar), 2019",Female,Tripura,Urban,20.4
India,"Financial Year (Apr - Mar), 2019",Male,Tripura,Urban,6.3
India,"Financial Year (Apr - Mar), 2019",Total,Tripura,Urban,9.2
India,"Financial Year (Apr - Mar), 2018",Female,All India,Rural,4
India,"Financial Year (Apr - Mar), 2018",Male,All India,Rural,6.3
India,"Financial Year (Apr - Mar), 2018",Total,All India,Rural,5.7
India,"Financial Year (Apr - Mar), 2018",Female,All India,Total,6
India,"Financial Year (Apr - Mar), 2018",Male,All India,Total,6.6
India,"Financial Year (Apr - Mar), 2018",Total,All India,Total,6.5
India,"Financial Year (Apr - Mar), 2018",Female,All India,Urban,11.3
India,"Financial Year (Apr - Mar), 2018",Male,All India,Urban,7.3
India,"Financial Year (Apr - Mar), 2018",Total,All India,Urban,8.2
India,"Financial Year (Apr - Mar), 2018",Female,Arunachal Pradesh,Rural,10.3
India,"Financial Year (Apr - Mar), 2018",Male,Arunachal Pradesh,Rural,4.5
India,"Financial Year (Apr - Mar), 2018",Total,Arunachal Pradesh,Rural,5.4
India,"Financial Year (Apr - Mar), 2018",Female,Arunachal Pradesh,Total,11.7
India,"Financial Year (Apr - Mar), 2018",Male,Arunachal Pradesh,Total,5
India,"Financial Year (Apr - Mar), 2018",Total,Arunachal Pradesh,Total,6
India,"Financial Year (Apr - Mar), 2018",Female,Arunachal Pradesh,Urban,20.6
India,"Financial Year (Apr - Mar), 2018",Male,Arunachal Pradesh,Urban,8
India,"Financial Year (Apr - Mar), 2018",Total,Arunachal Pradesh,Urban,9.7
India,"Financial Year (Apr - Mar), 2018",Female,Assam,Rural,14.1
India,"Financial Year (Apr - Mar), 2018",Male,Assam,Rural,7.8
India,"Financial Year (Apr - Mar), 2018",Total,Assam,Rural,8.6
India,"Financial Year (Apr - Mar), 2018",Female,Assam,Total,13.8
India,"Financial Year (Apr - Mar), 2018",Male,Assam,Total,7.6
India,"Financial Year (Apr - Mar), 2018",Total,Assam,Total,8.4
India,"Financial Year (Apr - Mar), 2018",Female,Assam,Urban,11.8
India,"Financial Year (Apr - Mar), 2018",Male,Assam,Urban,5.6
India,"Financial Year (Apr - Mar), 2018",Total,Assam,Urban,6.7
India,"Financial Year (Apr - Mar), 2018",Female,Manipur,Rural,17.9
India,"Financial Year (Apr - Mar), 2018",Male,Manipur,Rural,10.6
India,"Financial Year (Apr - Mar), 2018",Total,Manipur,Rural,12.2
India,"Financial Year (Apr - Mar), 2018",Female,Manipur,Total,16.5
India,"Financial Year (Apr - Mar), 2018",Male,Manipur,Total,10.9
India,"Financial Year (Apr - Mar), 2018",Total,Manipur,Total,12.3
India,"Financial Year (Apr - Mar), 2018",Female,Manipur,Urban,13.5
India,"Financial Year (Apr - Mar), 2018",Male,Manipur,Urban,11.9
India,"Financial Year (Apr - Mar), 2018",Total,Manipur,Urban,12.4
India,"Financial Year (Apr - Mar), 2018",Female,Meghalaya,Rural,1
India,"Financial Year (Apr - Mar), 2018",Male,Meghalaya,Rural,0.3
India,"Financial Year (Apr - Mar), 2018",Total,Meghalaya,Rural,0.6
India,"Financial Year (Apr - Mar), 2018",Female,Meghalaya,Total,2
India,"Financial Year (Apr - Mar), 2018",Male,Meghalaya,Total,1.3
India,"Financial Year (Apr - Mar), 2018",Total,Meghalaya,Total,1.6
India,"Financial Year (Apr - Mar), 2018",Female,Meghalaya,Urban,9
India,"Financial Year (Apr - Mar), 2018",Male,Meghalaya,Urban,5.7
India,"Financial Year (Apr - Mar), 2018",Total,Meghalaya,Urban,6.8
India,"Financial Year (Apr - Mar), 2018",Female,Mizoram,Rural,8.9
India,"Financial Year (Apr - Mar), 2018",Male,Mizoram,Rural,6.4
India,"Financial Year (Apr - Mar), 2018",Total,Mizoram,Rural,7
India,"Financial Year (Apr - Mar), 2018",Female,Mizoram,Total,14
India,"Financial Year (Apr - Mar), 2018",Male,Mizoram,Total,9.4
India,"Financial Year (Apr - Mar), 2018",Total,Mizoram,Total,10.8
India,"Financial Year (Apr - Mar), 2018",Female,Mizoram,Urban,18.5
India,"Financial Year (Apr - Mar), 2018",Male,Mizoram,Urban,13.3
India,"Financial Year (Apr - Mar), 2018",Total,Mizoram,Urban,15.1
India,"Financial Year (Apr - Mar), 2018",Female,Nagaland,Rural,34.1
India,"Financial Year (Apr - Mar), 2018",Male,Nagaland,Rural,20.9
India,"Financial Year (Apr - Mar), 2018",Total,Nagaland,Rural,23.4
India,"Financial Year (Apr - Mar), 2018",Female,Nagaland,Total,35
India,"Financial Year (Apr - Mar), 2018",Male,Nagaland,Total,19.8
India,"Financial Year (Apr - Mar), 2018",Total,Nagaland,Total,22.9
India,"Financial Year (Apr - Mar), 2018",Female,Nagaland,Urban,36.6
India,"Financial Year (Apr - Mar), 2018",Male,Nagaland,Urban,17.2
India,"Financial Year (Apr - Mar), 2018",Total,Nagaland,Urban,21.7
India,"Financial Year (Apr - Mar), 2018",Female,Sikkim,Rural,4
India,"Financial Year (Apr - Mar), 2018",Male,Sikkim,Rural,2.1
India,"Financial Year (Apr - Mar), 2018",Total,Sikkim,Rural,2.8
India,"Financial Year (Apr - Mar), 2018",Female,Sikkim,Total,5.3
India,"Financial Year (Apr - Mar), 2018",Male,Sikkim,Total,2.8
India,"Financial Year (Apr - Mar), 2018",Total,Sikkim,Total,3.6
India,"Financial Year (Apr - Mar), 2018",Female,Sikkim,Urban,10
India,"Financial Year (Apr - Mar), 2018",Male,Sikkim,Urban,4.4
India,"Financial Year (Apr - Mar), 2018",Total,Sikkim,Urban,5.9
India,"Financial Year (Apr - Mar), 2018",Female,Tripura,Rural,7.9
India,"Financial Year (Apr - Mar), 2018",Male,Tripura,Rural,6.5
India,"Financial Year (Apr - Mar), 2018",Total,Tripura,Rural,6.7
India,"Financial Year (Apr - Mar), 2018",Female,Tripura,Total,11.7
India,"Financial Year (Apr - Mar), 2018",Male,Tripura,Total,6.5
India,"Financial Year (Apr - Mar), 2018",Total,Tripura,Total,7.2
India,"Financial Year (Apr - Mar), 2018",Female,Tripura,Urban,20.4
India,"Financial Year (Apr - Mar), 2018",Male,Tripura,Urban,6.3
India,"Financial Year (Apr - Mar), 2018",Total,Tripura,Urban,9.2
